IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2015,true,,,,,,,,,,,,,1.06,,,,,,1.06,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2015,true,,,,,,,,,,,,,1.44,,,,,,1.44,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,CZE,Czechia,Year,2015,true,,,,,,,,,,,,,10.95,,,,,,10.95,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,ESP,Spain,Year,2015,true,,,,,,,,,,,,,2.05,,,,,,2.05,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2015,true,,,,,,,,,,,,,2.33,,,,,,2.33,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,LVA,Latvia,Year,2015,true,,,,,,,,,,,,,20.48,,,,,,20.48,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2015,true,,,,,,,,,,,,,3.18,,,,,,3.18,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,AUT,Austria,Year,2015,true,,,,,,,,,,,,,3.46,,,,,,3.46,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,EUR,Europe,Country,ITA,Italy,Year,2015,true,,,,,,,,,,,,,3.58,,,,,,3.58,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,BRB,Barbados,Year,2015,true,,,,,,,,,,,,,4.57,,,,,,4.57,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,JAM,Jamaica,Year,2015,true,,,,,,,,,,,,,6.09,,,,,,6.09,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AMR,Americas,Country,HND,Honduras,Year,2014,true,,,,,,,,,,,,,0.15,,,,,,0.15,,,EN,2019-04-25T04:00:00.000Z
MH_10,"Mental health outpatient facilities (per 100,000)",numeric,AFR,Africa,Country,MRT,Mauritania,Year,2013,true,,,,,,,,,,,,,0.048,,,,,,0.048,,,EN,2019-04-25T04:00:00.000Z
